label,text
dislike,音质真的太差了，听得耳朵疼。
dislike,两人音量一个大一个小，我调音量都快调烦了。
dislike,剪辑太生硬了吧，话都没说完就切了。
dislike,背景音真的吵得要死，能找个安静点的地方录音吗？
dislike,这期没修音吗？全是喷麦的声音。
dislike,开头那段音乐太长太突兀了，赶紧切走。
dislike,后期是不是偷懒了？大段的空白都不剪一下。
dislike,笑声太刺耳了，直接把我的耳膜震破，麻烦拉远一点麦。
dislike,听得出是在咖啡馆录的，但杂音大到完全盖过了人声。
dislike,能不能统一一下收音设备？每次换人说话都要调音量。
dislike,男主播太爹味了吧，全程在说教。
dislike,主持人能不能让嘉宾把话说完？一直抢话真的很没礼貌。
dislike,感觉主播毫无准备，问的问题都很肤浅。
dislike,两人全程自嗨，完全不顾听众的感受。
dislike,别总把无知当幽默了，听着真的很尴尬。
dislike,不要再拿没礼貌当真性情了，这期真的很难听。
dislike,主播总有一种高高在上的优越感，让人很不舒服。
dislike,为什么一直反驳嘉宾？你是请人家来吵架的吗？
dislike,完全没有同理心，对别人的苦难轻描淡写。
dislike,笑点真的很奇怪，根本不知道你们在笑什么。
dislike,全程“嗯嗯嗯”“对对对”，能有点实质性的回应吗？
dislike,一直在输出自己的偏见，还觉得沾沾自喜。
dislike,别再卖惨了，每期都说自己多不容易，听疲了。
dislike,主播的语速太慢了，开2倍速都嫌慢。
dislike,毫无逻辑的表达，听了半小时不知道想表达什么。
dislike,太水了，这期简直就是在凑时长。
dislike,全篇废话，完全没有干货可言。
dislike,标题党，聊的内容和标题根本不搭边。
dislike,太表面了，本来是个很好的话题，结果浅尝辄止。
dislike,查查资料再录吧，常识性错误也太多了。
dislike,感觉就像是在听别人无聊的闲聊，浪费时间。
dislike,为什么现在的播客越来越水了？以前那种深度呢？
dislike,本来很期待这期的，结果大失所望。
dislike,逻辑太混乱了，东一榔头西一棒子。
dislike,三观严重不合，听得我生理不适。
dislike,能不能别再聊这个话题了？都嚼烂了。
dislike,像是在读百度百科，毫无自己的见解。
dislike,这期是真的没有内容可播了吗？硬凑的吧。
dislike,嘉宾挺好的，可惜被主播带偏了节奏。
dislike,完全没有共鸣，只觉得他们在无病呻吟。
dislike,别再贩卖焦虑了，现实已经够让人烦了。
dislike,过于主观，完全听不进去反面意见。
dislike,大段大段的念稿子，太生硬了。
dislike,一点深度都没有，纯粹是在倒情绪垃圾。
dislike,强行煽情最为致命，听得起了一身鸡皮疙瘩。
dislike,广告植入得太生硬了，听得我直翻白眼。
dislike,一小时的节目有半小时在念广告，取关了。
dislike,猝不及防的广告真的让人很反感。
dislike,吃相太难看了，为了接广完全不顾节目质量。
dislike,可以有广告，但能不能稍微过渡一下？
dislike,现在的节目全是铜臭味，以前的初心去哪了？
dislike,硬广太多，已经严重影响收听体验了。
dislike,每一期都在卖货，你们是转型做购物台了吗？
dislike,广告时间比正片还精彩，真的是讽刺。
dislike,因为这期离谱的广告植入，彻底对这个节目下头了。
dislike,果断取关，现在的质量真的不配我浪费时间。
dislike,越做越烂，彻底弃坑了。
dislike,老粉表示很心痛，这已经不是我当初喜欢的那个播客了。
dislike,坚持听了十分钟，实在听不下去了，关掉。
dislike,太让人失望了，这期简直是灾难。
dislike,别再消耗粉丝的感情了，好好打磨一下内容吧。
dislike,听完觉得被喂了一口屎，太恶心了。
dislike,这质量也敢放出来？对得起听众吗？
dislike,从这期开始脱粉了，真的忍不了了。
dislike,建议下架重录，太丢人了。
dislike,本来是用来助眠的，结果听得我一肚子火。
dislike,越来越商业化，越来越没有灵魂了。
dislike,以前期期不落，现在一期都不想点开。
dislike,别做了，真的，找个班上吧。
dislike,感觉主播已经江郎才尽了，全是车轱辘话。
dislike,真的看不下去了，评论区居然还有人洗地？
dislike,这期就是个雷，大家快跑，别听！
dislike,白瞎了我花的时间，退钱！
dislike,没有任何营养，纯粹是制造噪音。
dislike,希望主播能听听大家的建议，别再闭门造车了。
dislike,能不能不要一边吃东西一边录音？吧唧嘴的声音太恶心了。
dislike,满嘴中英文夹杂，听得人头皮发麻。
dislike,太矫情了，芝麻大点事能感叹半天。
dislike,一直在掉书袋，显得自己很有文化是吧？
dislike,对女性充满了刻板印象，都什么年代了还这么爹。
dislike,为什么总喜欢随意评判别人的生活方式？
dislike,强行拽词，有些成语都用错了还不知道。
dislike,别再自我感动了，其实听众根本没觉得有多惨。
dislike,废话太多，前二十分钟全在寒暄，切不到正题。
dislike,嘉宾的麦太糊了，听得像是在水下说话。
dislike,完全是一场糟糕的访谈，主播把天都聊死了。
