label,text
positive_high,这期从三个角度分析了问题，逻辑清晰，而且结论有数据支撑，听完很有收获。
positive_high,主播先抛出现象再列举可能原因并逐一排除，最后给出判断，这种论证方式很有说服力，点赞。
positive_high,嘉宾用具体案例说明观点，区分了相关性和因果关系，没有夸大结论，值得推荐。
positive_high,虽然我不同意最终结论，但论据列得很清楚，能看出推理过程，这种讨论质量很高。
positive_high,用数据支撑观点并说明了样本局限，结构清楚不散，听完特别想去评论区看看大家的想法。
positive_low,哈哈哈哈太棒了。
positive_low,爱了爱了。
positive_low,牛逼。
positive_low,好听好听。
positive_low,支持支持。
positive_low,绝了。
positive_low,终于更新了开心。
positive_low,冲冲冲。
negative_high,这期嘉宾说的内容我不太认同，论据不够有说服力，希望下次能听到更严谨的论证。
negative_high,聊了一个小时好像也没得出什么结论，有点散，建议能先给出框架再展开会更好。
negative_high,主播对这个话题好像不太了解，有些地方说得不太准确，评论区有人指出的数据问题希望能更正。
negative_high,讨论的角度太单一，完全没有考虑另一面的声音，如果能把反方论据也列出来再反驳会更客观。
negative_high,这期的观点有点偏激，希望能更客观一些，至少区分一下因果和相关。
negative_low,无语。
negative_low,什么玩意儿啊。
negative_low,太烂了不想说。
negative_low,主播脑子有坑吧。
negative_low,气死我了。
negative_low,听了个寂寞。
negative_low,扯了半天也没个重点。
negative_low,全是情绪输出没有一点干货。
